Light,Intensity,Rep,StartDate,EmergeDate,Sex,Initials,DaystoEmerge
Control,0,2,7/19/2024,7/31/2024,F,"EP,KD",12
Control,0,2,7/19/2024,7/31/2024,F,"EP,KD",12
Control,0,3,7/19/2024,7/31/2024,F,"EP,KD",12
Control,0,4,7/19/2024,7/31/2024,F,"EP,KD",12
Control,0,5,7/19/2024,7/31/2024,F,"EP,KD",12
Control,0,6,7/19/2024,7/31/2024,F,"EP,KD",12
Control,0,6,7/19/2024,7/31/2024,F,"EP,KD",12
LED,10,2,7/19/2024,7/31/2024,F,"EP,KD",12
LED,10,3,7/19/2024,7/31/2024,F,"EP,KD",12
LED,10,3,7/19/2024,7/31/2024,F,"EP,KD",12
LED,10,4,7/19/2024,7/31/2024,F,"EP,KD",12
LED,10,5,7/19/2024,7/31/2024,F,"EP,KD",12
LED,10,5,7/19/2024,7/31/2024,F,"EP,KD",12
LED,10,6,7/19/2024,7/31/2024,F,"EP,KD",12
LED,30,4,7/19/2024,7/31/2024,M,"EP,KD",12
LED,30,1,7/19/2024,7/31/2024,F,"EP,KD",12
LED,30,4,7/19/2024,7/31/2024,F,"EP,KD",12
LED,30,4,7/19/2024,7/31/2024,F,"EP,KD",12
LED,30,6,7/19/2024,7/31/2024,F,"EP,KD",12
LED,60,3,7/19/2024,7/31/2024,M,"EP,KD",12
LED,60,1,7/19/2024,7/31/2024,F,"EP,KD",12
LED,60,3,7/19/2024,7/31/2024,F,"EP,KD",12
LED,60,3,7/19/2024,7/31/2024,F,"EP,KD",12
LED,60,3,7/19/2024,7/31/2024,F,"EP,KD",12
LED,60,4,7/19/2024,7/31/2024,F,"EP,KD",12
LED,60,4,7/19/2024,7/31/2024,F,"EP,KD",12
LED,60,5,7/19/2024,7/31/2024,F,"EP,KD",12
LED,60,6,7/19/2024,7/31/2024,F,"EP,KD",12
LED,60,6,7/19/2024,7/31/2024,F,"EP,KD",12
LED,60,6,7/19/2024,7/31/2024,F,"EP,KD",12
LED,100,5,7/19/2024,7/31/2024,M,"EP,KD",12
LED,100,1,7/19/2024,7/31/2024,F,"EP,KD",12
LED,100,1,7/19/2024,7/31/2024,F,"EP,KD",12
LED,100,1,7/19/2024,7/31/2024,F,"EP,KD",12
LED,100,1,7/19/2024,7/31/2024,F,"EP,KD",12
LED,100,1,7/19/2024,7/31/2024,F,"EP,KD",12
LED,100,2,7/19/2024,7/31/2024,F,"EP,KD",12
LED,100,2,7/19/2024,7/31/2024,F,"EP,KD",12
LED,100,2,7/19/2024,7/31/2024,F,"EP,KD",12
LED,100,3,7/19/2024,7/31/2024,F,"EP,KD",12
LED,100,3,7/19/2024,7/31/2024,F,"EP,KD",12
LED,100,3,7/19/2024,7/31/2024,F,"EP,KD",12
LED,100,5,7/19/2024,7/31/2024,F,"EP,KD",12
LED,100,6,7/19/2024,7/31/2024,F,"EP,KD",12
LED,100,6,7/19/2024,7/31/2024,F,"EP,KD",12
LED,200,1,7/19/2024,7/31/2024,F,"EP,KD",12
LED,200,2,7/19/2024,7/31/2024,F,"EP,KD",12
LED,200,2,7/19/2024,7/31/2024,F,"EP,KD",12
LED,200,2,7/19/2024,7/31/2024,F,"EP,KD",12
LED,200,2,7/19/2024,7/31/2024,F,"EP,KD",12
LED,200,3,7/19/2024,7/31/2024,F,"EP,KD",12
LED,200,3,7/19/2024,7/31/2024,F,"EP,KD",12
LED,200,3,7/19/2024,7/31/2024,F,"EP,KD",12
LED,200,4,7/19/2024,7/31/2024,F,"EP,KD",12
LED,200,5,7/19/2024,7/31/2024,F,"EP,KD",12
LED,200,6,7/19/2024,7/31/2024,F,"EP,KD",12
HPS,10,2,7/19/2024,7/31/2024,F,"EP,KD",12
HPS,10,3,7/19/2024,7/31/2024,F,"EP,KD",12
HPS,10,3,7/19/2024,7/31/2024,F,"EP,KD",12
HPS,10,4,7/19/2024,7/31/2024,F,"EP,KD",12
HPS,10,4,7/19/2024,7/31/2024,F,"EP,KD",12
HPS,10,5,7/19/2024,7/31/2024,F,"EP,KD",12
HPS,10,5,7/19/2024,7/31/2024,F,"EP,KD",12
HPS,10,6,7/19/2024,7/31/2024,F,"EP,KD",12
HPS,30,1,7/19/2024,7/31/2024,M,"EP,KD",12
HPS,30,6,7/19/2024,7/31/2024,M,"EP,KD",12
HPS,30,1,7/19/2024,7/31/2024,F,"EP,KD",12
HPS,30,1,7/19/2024,7/31/2024,F,"EP,KD",12
HPS,30,4,7/19/2024,7/31/2024,F,"EP,KD",12
HPS,30,4,7/19/2024,7/31/2024,F,"EP,KD",12
HPS,30,4,7/19/2024,7/31/2024,F,"EP,KD",12
HPS,30,4,7/19/2024,7/31/2024,F,"EP,KD",12
HPS,30,4,7/19/2024,7/31/2024,F,"EP,KD",12
HPS,30,4,7/19/2024,7/31/2024,F,"EP,KD",12
HPS,30,5,7/19/2024,7/31/2024,F,"EP,KD",12
HPS,30,6,7/19/2024,7/31/2024,F,"EP,KD",12
HPS,60,1,7/19/2024,7/31/2024,F,"EP,KD",12
HPS,60,1,7/19/2024,7/31/2024,F,"EP,KD",12
HPS,60,2,7/19/2024,7/31/2024,F,"EP,KD",12
HPS,60,3,7/19/2024,7/31/2024,F,"EP,KD",12
HPS,60,3,7/19/2024,7/31/2024,F,"EP,KD",12
HPS,60,3,7/19/2024,7/31/2024,F,"EP,KD",12
HPS,60,4,7/19/2024,7/31/2024,F,"EP,KD",12
HPS,60,5,7/19/2024,7/31/2024,F,"EP,KD",12
HPS,100,1,7/19/2024,7/31/2024,F,"EP,KD",12
HPS,100,1,7/19/2024,7/31/2024,F,"EP,KD",12
HPS,100,2,7/19/2024,7/31/2024,F,"EP,KD",12
HPS,100,2,7/19/2024,7/31/2024,F,"EP,KD",12
HPS,100,3,7/19/2024,7/31/2024,F,"EP,KD",12
HPS,100,3,7/19/2024,7/31/2024,F,"EP,KD",12
HPS,100,3,7/19/2024,7/31/2024,F,"EP,KD",12
HPS,100,3,7/19/2024,7/31/2024,F,"EP,KD",12
HPS,100,5,7/19/2024,7/31/2024,F,"EP,KD",12
HPS,100,5,7/19/2024,7/31/2024,F,"EP,KD",12
HPS,100,6,7/19/2024,7/31/2024,F,"EP,KD",12
HPS,100,6,7/19/2024,7/31/2024,F,"EP,KD",12
HPS,200,1,7/19/2024,7/31/2024,F,"EP,KD",12
HPS,200,1,7/19/2024,7/31/2024,F,"EP,KD",12
HPS,200,2,7/19/2024,7/31/2024,F,"EP,KD",12
HPS,200,3,7/19/2024,7/31/2024,F,"EP,KD",12
HPS,200,3,7/19/2024,7/31/2024,F,"EP,KD",12
HPS,200,3,7/19/2024,7/31/2024,F,"EP,KD",12
HPS,200,5,7/19/2024,7/31/2024,F,"EP,KD",12
HPS,200,5,7/19/2024,7/31/2024,F,"EP,KD",12
HPS,200,5,7/19/2024,7/31/2024,F,"EP,KD",12
HPS,200,5,7/19/2024,7/31/2024,F,"EP,KD",12
HPS,200,5,7/19/2024,7/31/2024,F,"EP,KD",12
HPS,200,6,7/19/2024,7/31/2024,F,"EP,KD",12
HPS,200,6,7/19/2024,7/31/2024,F,"EP,KD",12
Control,0,1,7/19/2024,8/1/2024,F,"EP,KD",13
Control,0,2,7/19/2024,8/1/2024,F,"EP,KD",13
Control,0,3,7/19/2024,8/1/2024,F,"EP,KD",13
Control,0,3,7/19/2024,8/1/2024,F,"EP,KD",13
Control,0,4,7/19/2024,8/1/2024,F,"EP,KD",13
Control,0,5,7/19/2024,8/1/2024,F,"EP,KD",13
Control,0,5,7/19/2024,8/1/2024,F,"EP,KD",13
LED,10,3,7/19/2024,8/1/2024,F,"EP,KD",13
LED,10,5,7/19/2024,8/1/2024,F,"EP,KD",13
LED,10,5,7/19/2024,8/1/2024,F,"EP,KD",13
LED,10,5,7/19/2024,8/1/2024,F,"EP,KD",13
LED,10,5,7/19/2024,8/1/2024,F,"EP,KD",13
LED,10,6,7/19/2024,8/1/2024,F,"EP,KD",13
LED,10,6,7/19/2024,8/1/2024,F,"EP,KD",13
LED,10,6,7/19/2024,8/1/2024,F,"EP,KD",13
LED,30,1,7/19/2024,8/1/2024,F,"EP,KD",13
LED,30,1,7/19/2024,8/1/2024,F,"EP,KD",13
LED,30,1,7/19/2024,8/1/2024,F,"EP,KD",13
LED,30,2,7/19/2024,8/1/2024,F,"EP,KD",13
LED,30,3,7/19/2024,8/1/2024,F,"EP,KD",13
LED,30,5,7/19/2024,8/1/2024,F,"EP,KD",13
LED,30,5,7/19/2024,8/1/2024,F,"EP,KD",13
LED,60,1,7/19/2024,8/1/2024,F,"EP,KD",13
LED,60,1,7/19/2024,8/1/2024,F,"EP,KD",13
LED,60,2,7/19/2024,8/1/2024,F,"EP,KD",13
LED,60,3,7/19/2024,8/1/2024,F,"EP,KD",13
LED,60,4,7/19/2024,8/1/2024,F,"EP,KD",13
LED,60,5,7/19/2024,8/1/2024,F,"EP,KD",13
LED,60,6,7/19/2024,8/1/2024,F,"EP,KD",13
LED,60,6,7/19/2024,8/1/2024,F,"EP,KD",13
LED,100,3,7/19/2024,8/1/2024,M,"EP,KD",13
LED,100,2,7/19/2024,8/1/2024,F,"EP,KD",13
LED,100,2,7/19/2024,8/1/2024,F,"EP,KD",13
LED,100,2,7/19/2024,8/1/2024,F,"EP,KD",13
LED,100,3,7/19/2024,8/1/2024,F,"EP,KD",13
LED,100,4,7/19/2024,8/1/2024,F,"EP,KD",13
LED,100,5,7/19/2024,8/1/2024,F,"EP,KD",13
LED,100,6,7/19/2024,8/1/2024,F,"EP,KD",13
LED,100,6,7/19/2024,8/1/2024,F,"EP,KD",13
LED,100,6,7/19/2024,8/1/2024,F,"EP,KD",13
LED,200,3,7/19/2024,8/1/2024,F,"EP,KD",13
HPS,10,5,7/19/2024,8/1/2024,M,"EP,KD",13
HPS,10,3,7/19/2024,8/1/2024,F,"EP,KD",13
HPS,10,3,7/19/2024,8/1/2024,F,"EP,KD",13
HPS,10,3,7/19/2024,8/1/2024,F,"EP,KD",13
HPS,10,4,7/19/2024,8/1/2024,F,"EP,KD",13
HPS,10,4,7/19/2024,8/1/2024,F,"EP,KD",13
HPS,10,5,7/19/2024,8/1/2024,F,"EP,KD",13
HPS,10,6,7/19/2024,8/1/2024,F,"EP,KD",13
HPS,30,3,7/19/2024,8/1/2024,F,"EP,KD",13
HPS,30,4,7/19/2024,8/1/2024,F,"EP,KD",13
HPS,30,5,7/19/2024,8/1/2024,F,"EP,KD",13
HPS,30,5,7/19/2024,8/1/2024,F,"EP,KD",13
HPS,30,6,7/19/2024,8/1/2024,F,"EP,KD",13
HPS,60,6,7/19/2024,8/1/2024,M,"EP,KD",13
HPS,60,1,7/19/2024,8/1/2024,F,"EP,KD",13
HPS,60,1,7/19/2024,8/1/2024,F,"EP,KD",13
HPS,60,2,7/19/2024,8/1/2024,F,"EP,KD",13
HPS,60,3,7/19/2024,8/1/2024,F,"EP,KD",13
HPS,60,3,7/19/2024,8/1/2024,F,"EP,KD",13
HPS,60,3,7/19/2024,8/1/2024,F,"EP,KD",13
HPS,60,4,7/19/2024,8/1/2024,F,"EP,KD",13
HPS,60,6,7/19/2024,8/1/2024,F,"EP,KD",13
HPS,100,1,7/19/2024,8/1/2024,F,"EP,KD",13
HPS,100,1,7/19/2024,8/1/2024,F,"EP,KD",13
HPS,100,1,7/19/2024,8/1/2024,F,"EP,KD",13
HPS,100,1,7/19/2024,8/1/2024,F,"EP,KD",13
HPS,100,2,7/19/2024,8/1/2024,F,"EP,KD",13
HPS,100,4,7/19/2024,8/1/2024,F,"EP,KD",13
HPS,100,4,7/19/2024,8/1/2024,F,"EP,KD",13
HPS,100,4,7/19/2024,8/1/2024,F,"EP,KD",13
HPS,100,4,7/19/2024,8/1/2024,F,"EP,KD",13
HPS,100,5,7/19/2024,8/1/2024,F,"EP,KD",13
HPS,100,6,7/19/2024,8/1/2024,F,"EP,KD",13
HPS,100,6,7/19/2024,8/1/2024,F,"EP,KD",13
HPS,200,2,7/19/2024,8/1/2024,M,"EP,KD",13
HPS,200,1,7/19/2024,8/1/2024,F,"EP,KD",13
HPS,200,4,7/19/2024,8/1/2024,F,"EP,KD",13
HPS,200,4,7/19/2024,8/1/2024,F,"EP,KD",13
HPS,200,5,7/19/2024,8/1/2024,F,"EP,KD",13
HPS,200,6,7/19/2024,8/1/2024,F,"EP,KD",13
Control,0,4,7/19/2024,8/2/2024,F,MU,14
Control,0,4,7/19/2024,8/2/2024,F,MU,14
LED,10,4,7/19/2024,8/2/2024,F,MU,14
LED,10,5,7/19/2024,8/2/2024,F,MU,14
LED,10,6,7/19/2024,8/2/2024,F,MU,14
LED,30,1,7/19/2024,8/2/2024,F,MU,14
LED,30,3,7/19/2024,8/2/2024,F,MU,14
LED,30,6,7/19/2024,8/2/2024,F,MU,14
LED,60,5,7/19/2024,8/2/2024,M,MU,14
LED,60,4,7/19/2024,8/2/2024,F,MU,14
LED,60,5,7/19/2024,8/2/2024,F,MU,14
LED,100,4,7/19/2024,8/2/2024,M,MU,14
LED,100,3,7/19/2024,8/2/2024,F,MU,14
LED,100,6,7/19/2024,8/2/2024,F,MU,14
LED,100,6,7/19/2024,8/2/2024,F,MU,14
LED,200,2,7/19/2024,8/2/2024,F,MU,14
LED,200,5,7/19/2024,8/2/2024,F,MU,14
LED,200,6,7/19/2024,8/2/2024,F,MU,14
HPS,10,1,7/19/2024,8/2/2024,F,MU,14
HPS,10,4,7/19/2024,8/2/2024,F,MU,14
HPS,30,3,7/19/2024,8/2/2024,F,MU,14
HPS,30,5,7/19/2024,8/2/2024,F,MU,14
HPS,30,6,7/19/2024,8/2/2024,F,MU,14
HPS,60,2,7/19/2024,8/2/2024,F,MU,14
HPS,60,4,7/19/2024,8/2/2024,F,MU,14
HPS,100,3,7/19/2024,8/2/2024,F,MU,14
HPS,100,3,7/19/2024,8/2/2024,F,MU,14
HPS,100,5,7/19/2024,8/2/2024,F,MU,14
HPS,200,1,7/19/2024,8/2/2024,M,MU,14
HPS,200,3,7/19/2024,8/2/2024,F,MU,14
HPS,200,5,7/19/2024,8/2/2024,F,MU,14
HPS,200,5,7/19/2024,8/2/2024,F,MU,14
Control,0,3,7/19/2024,8/3/2024,F,LJ,15
Control,0,6,7/19/2024,8/3/2024,F,LJ,15
LED,10,2,7/19/2024,8/3/2024,F,LJ,15
LED,30,4,7/19/2024,8/3/2024,M,LJ,15
LED,30,5,7/19/2024,8/3/2024,F,LJ,15
LED,30,6,7/19/2024,8/3/2024,F,LJ,15
LED,60,4,7/19/2024,8/3/2024,F,LJ,15
LED,100,5,7/19/2024,8/3/2024,F,LJ,15
LED,200,3,7/19/2024,8/3/2024,F,LJ,15
HPS,10,1,7/19/2024,8/3/2024,M,LJ,15
HPS,30,1,7/19/2024,8/3/2024,F,LJ,15
HPS,30,2,7/19/2024,8/3/2024,F,LJ,15
HPS,60,1,7/19/2024,8/3/2024,F,LJ,15
HPS,200,4,7/19/2024,8/3/2024,M,LJ,15
HPS,200,5,7/19/2024,8/3/2024,M,LJ,15
Control,0,1,7/19/2024,8/4/2024,M,LJ,16
LED,30,5,7/19/2024,8/4/2024,F,LJ,16
LED,60,5,7/19/2024,8/4/2024,F,LJ,16
LED,60,6,7/19/2024,8/4/2024,F,LJ,16
LED,100,1,7/19/2024,8/4/2024,M,LJ,16
LED,200,1,7/19/2024,8/4/2024,M,LJ,16
LED,200,3,7/19/2024,8/4/2024,F,LJ,16
HPS,10,6,7/19/2024,8/4/2024,F,LJ,16
LED,60,3,7/19/2024,8/5/2024,F,KD,17
LED,200,1,7/19/2024,8/5/2024,M,KD,17
HPS,10,5,7/19/2024,8/5/2024,F,KD,17
HPS,60,3,7/19/2024,8/5/2024,M,KD,17
HPS,60,4,7/19/2024,8/5/2024,M,KD,17
HPS,100,2,7/19/2024,8/5/2024,F,KD,17
LED,10,1,7/19/2024,8/6/2024,F,MU,18
LED,60,5,7/19/2024,8/6/2024,F,MU,18
LED,10,3,7/19/2024,8/8/2024,M,MU,20
HPS,30,2,7/19/2024,8/8/2024,F,MU,20
HPS,60,3,7/19/2024,8/8/2024,M,MU,20
HPS,100,2,7/19/2024,8/8/2024,F,MU,20
LED,60,4,7/19/2024,8/9/2024,F,MU,21
LED,30,1,7/19/2024,8/11/2024,F,MU,23
LED,30,4,7/19/2024,8/13/2024,M,MU,25
LED,200,1,7/19/2024,8/15/2024,F,MU,27
HPS,10,1,7/19/2024,8/17/2024,M,MU,29
LED,30,5,7/19/2024,8/21/2024,F,MU,33
