Light,Intensity,Rep,StartDate,DatetoPupate,DaystoPupate,Initials
Control,0,2,7/19/2024,7/28/2024,9,"LJ,MU"
Control,0,3,7/19/2024,7/28/2024,9,"LJ,MU"
Control,0,4,7/19/2024,7/28/2024,9,"LJ,MU"
Control,0,4,7/19/2024,7/28/2024,9,"LJ,MU"
Control,0,5,7/19/2024,7/28/2024,9,"LJ,MU"
Control,0,5,7/19/2024,7/28/2024,9,"LJ,MU"
Control,0,5,7/19/2024,7/28/2024,9,"LJ,MU"
Control,0,5,7/19/2024,7/28/2024,9,"LJ,MU"
Control,0,6,7/19/2024,7/28/2024,9,"LJ,MU"
Control,0,6,7/19/2024,7/28/2024,9,"LJ,MU"
Control,0,6,7/19/2024,7/28/2024,9,"LJ,MU"
LED,10,1,7/19/2024,7/28/2024,9,"LJ,MU"
LED,10,3,7/19/2024,7/28/2024,9,"LJ,MU"
LED,10,3,7/19/2024,7/28/2024,9,"LJ,MU"
LED,10,3,7/19/2024,7/28/2024,9,"LJ,MU"
LED,10,4,7/19/2024,7/28/2024,9,"LJ,MU"
LED,10,4,7/19/2024,7/28/2024,9,"LJ,MU"
LED,10,5,7/19/2024,7/28/2024,9,"LJ,MU"
LED,10,6,7/19/2024,7/28/2024,9,"LJ,MU"
LED,30,1,7/19/2024,7/28/2024,9,"LJ,MU"
LED,30,1,7/19/2024,7/28/2024,9,"LJ,MU"
LED,30,1,7/19/2024,7/28/2024,9,"LJ,MU"
LED,30,3,7/19/2024,7/28/2024,9,"LJ,MU"
LED,30,4,7/19/2024,7/28/2024,9,"LJ,MU"
LED,60,1,7/19/2024,7/28/2024,9,"LJ,MU"
LED,60,3,7/19/2024,7/28/2024,9,"LJ,MU"
LED,60,3,7/19/2024,7/28/2024,9,"LJ,MU"
LED,60,3,7/19/2024,7/28/2024,9,"LJ,MU"
LED,60,4,7/19/2024,7/28/2024,9,"LJ,MU"
LED,60,6,7/19/2024,7/28/2024,9,"LJ,MU"
LED,60,6,7/19/2024,7/28/2024,9,"LJ,MU"
LED,100,1,7/19/2024,7/28/2024,9,"LJ,MU"
LED,100,1,7/19/2024,7/28/2024,9,"LJ,MU"
LED,100,1,7/19/2024,7/28/2024,9,"LJ,MU"
LED,100,1,7/19/2024,7/28/2024,9,"LJ,MU"
LED,100,2,7/19/2024,7/28/2024,9,"LJ,MU"
LED,100,2,7/19/2024,7/28/2024,9,"LJ,MU"
LED,100,3,7/19/2024,7/28/2024,9,"LJ,MU"
LED,100,4,7/19/2024,7/28/2024,9,"LJ,MU"
LED,100,4,7/19/2024,7/28/2024,9,"LJ,MU"
LED,100,5,7/19/2024,7/28/2024,9,"LJ,MU"
LED,100,5,7/19/2024,7/28/2024,9,"LJ,MU"
LED,100,6,7/19/2024,7/28/2024,9,"LJ,MU"
LED,100,6,7/19/2024,7/28/2024,9,"LJ,MU"
LED,100,6,7/19/2024,7/28/2024,9,"LJ,MU"
LED,100,6,7/19/2024,7/28/2024,9,"LJ,MU"
LED,200,1,7/19/2024,7/28/2024,9,"LJ,MU"
LED,200,1,7/19/2024,7/28/2024,9,"LJ,MU"
LED,200,2,7/19/2024,7/28/2024,9,"LJ,MU"
LED,200,2,7/19/2024,7/28/2024,9,"LJ,MU"
LED,200,2,7/19/2024,7/28/2024,9,"LJ,MU"
LED,200,3,7/19/2024,7/28/2024,9,"LJ,MU"
LED,200,3,7/19/2024,7/28/2024,9,"LJ,MU"
LED,200,3,7/19/2024,7/28/2024,9,"LJ,MU"
LED,200,3,7/19/2024,7/28/2024,9,"LJ,MU"
LED,200,4,7/19/2024,7/28/2024,9,"LJ,MU"
LED,200,4,7/19/2024,7/28/2024,9,"LJ,MU"
LED,200,4,7/19/2024,7/28/2024,9,"LJ,MU"
LED,200,5,7/19/2024,7/28/2024,9,"LJ,MU"
LED,200,5,7/19/2024,7/28/2024,9,"LJ,MU"
LED,200,5,7/19/2024,7/28/2024,9,"LJ,MU"
LED,200,6,7/19/2024,7/28/2024,9,"LJ,MU"
HPS,10,2,7/19/2024,7/28/2024,9,"LJ,MU"
HPS,10,3,7/19/2024,7/28/2024,9,"LJ,MU"
HPS,10,4,7/19/2024,7/28/2024,9,"LJ,MU"
HPS,10,4,7/19/2024,7/28/2024,9,"LJ,MU"
HPS,10,4,7/19/2024,7/28/2024,9,"LJ,MU"
HPS,10,5,7/19/2024,7/28/2024,9,"LJ,MU"
HPS,10,6,7/19/2024,7/28/2024,9,"LJ,MU"
HPS,30,1,7/19/2024,7/28/2024,9,"LJ,MU"
HPS,30,1,7/19/2024,7/28/2024,9,"LJ,MU"
HPS,30,2,7/19/2024,7/28/2024,9,"LJ,MU"
HPS,30,2,7/19/2024,7/28/2024,9,"LJ,MU"
HPS,30,3,7/19/2024,7/28/2024,9,"LJ,MU"
HPS,30,4,7/19/2024,7/28/2024,9,"LJ,MU"
HPS,30,4,7/19/2024,7/28/2024,9,"LJ,MU"
HPS,30,4,7/19/2024,7/28/2024,9,"LJ,MU"
HPS,30,4,7/19/2024,7/28/2024,9,"LJ,MU"
HPS,30,5,7/19/2024,7/28/2024,9,"LJ,MU"
HPS,30,6,7/19/2024,7/28/2024,9,"LJ,MU"
HPS,30,6,7/19/2024,7/28/2024,9,"LJ,MU"
HPS,30,6,7/19/2024,7/28/2024,9,"LJ,MU"
HPS,60,1,7/19/2024,7/28/2024,9,"LJ,MU"
HPS,60,3,7/19/2024,7/28/2024,9,"LJ,MU"
HPS,60,3,7/19/2024,7/28/2024,9,"LJ,MU"
HPS,60,3,7/19/2024,7/28/2024,9,"LJ,MU"
HPS,60,5,7/19/2024,7/28/2024,9,"LJ,MU"
HPS,60,6,7/19/2024,7/28/2024,9,"LJ,MU"
HPS,100,1,7/19/2024,7/28/2024,9,"LJ,MU"
HPS,100,1,7/19/2024,7/28/2024,9,"LJ,MU"
HPS,100,2,7/19/2024,7/28/2024,9,"LJ,MU"
HPS,100,3,7/19/2024,7/28/2024,9,"LJ,MU"
HPS,100,3,7/19/2024,7/28/2024,9,"LJ,MU"
HPS,100,3,7/19/2024,7/28/2024,9,"LJ,MU"
HPS,100,3,7/19/2024,7/28/2024,9,"LJ,MU"
HPS,100,4,7/19/2024,7/28/2024,9,"LJ,MU"
HPS,100,5,7/19/2024,7/28/2024,9,"LJ,MU"
HPS,100,5,7/19/2024,7/28/2024,9,"LJ,MU"
HPS,100,6,7/19/2024,7/28/2024,9,"LJ,MU"
HPS,200,1,7/19/2024,7/28/2024,9,"LJ,MU"
HPS,200,1,7/19/2024,7/28/2024,9,"LJ,MU"
HPS,200,1,7/19/2024,7/28/2024,9,"LJ,MU"
HPS,200,1,7/19/2024,7/28/2024,9,"LJ,MU"
HPS,200,2,7/19/2024,7/28/2024,9,"LJ,MU"
HPS,200,3,7/19/2024,7/28/2024,9,"LJ,MU"
HPS,200,5,7/19/2024,7/28/2024,9,"LJ,MU"
HPS,200,5,7/19/2024,7/28/2024,9,"LJ,MU"
HPS,200,5,7/19/2024,7/28/2024,9,"LJ,MU"
HPS,200,6,7/19/2024,7/28/2024,9,"LJ,MU"
HPS,200,6,7/19/2024,7/28/2024,9,"LJ,MU"
Control,0,1,7/19/2024,7/29/2024,10,"EP,KD"
Control,0,1,7/19/2024,7/29/2024,10,"EP,KD"
Control,0,1,7/19/2024,7/29/2024,10,"EP,KD"
Control,0,2,7/19/2024,7/29/2024,10,"EP,KD"
Control,0,2,7/19/2024,7/29/2024,10,"EP,KD"
Control,0,2,7/19/2024,7/29/2024,10,"EP,KD"
Control,0,3,7/19/2024,7/29/2024,10,"EP,KD"
Control,0,3,7/19/2024,7/29/2024,10,"EP,KD"
Control,0,4,7/19/2024,7/29/2024,10,"EP,KD"
Control,0,5,7/19/2024,7/29/2024,10,"EP,KD"
Control,0,6,7/19/2024,7/29/2024,10,"EP,KD"
LED,10,2,7/19/2024,7/29/2024,10,"EP,KD"
LED,10,3,7/19/2024,7/29/2024,10,"EP,KD"
LED,10,3,7/19/2024,7/29/2024,10,"EP,KD"
LED,10,5,7/19/2024,7/29/2024,10,"EP,KD"
LED,10,5,7/19/2024,7/29/2024,10,"EP,KD"
LED,10,5,7/19/2024,7/29/2024,10,"EP,KD"
LED,10,5,7/19/2024,7/29/2024,10,"EP,KD"
LED,10,6,7/19/2024,7/29/2024,10,"EP,KD"
LED,30,1,7/19/2024,7/29/2024,10,"EP,KD"
LED,30,1,7/19/2024,7/29/2024,10,"EP,KD"
LED,30,1,7/19/2024,7/29/2024,10,"EP,KD"
LED,30,2,7/19/2024,7/29/2024,10,"EP,KD"
LED,30,3,7/19/2024,7/29/2024,10,"EP,KD"
LED,30,4,7/19/2024,7/29/2024,10,"EP,KD"
LED,30,4,7/19/2024,7/29/2024,10,"EP,KD"
LED,30,6,7/19/2024,7/29/2024,10,"EP,KD"
LED,60,1,7/19/2024,7/29/2024,10,"EP,KD"
LED,60,2,7/19/2024,7/29/2024,10,"EP,KD"
LED,60,3,7/19/2024,7/29/2024,10,"EP,KD"
LED,60,4,7/19/2024,7/29/2024,10,"EP,KD"
LED,60,4,7/19/2024,7/29/2024,10,"EP,KD"
LED,60,5,7/19/2024,7/29/2024,10,"EP,KD"
LED,60,5,7/19/2024,7/29/2024,10,"EP,KD"
LED,60,5,7/19/2024,7/29/2024,10,"EP,KD"
LED,60,6,7/19/2024,7/29/2024,10,"EP,KD"
LED,60,6,7/19/2024,7/29/2024,10,"EP,KD"
LED,60,6,7/19/2024,7/29/2024,10,"EP,KD"
LED,100,1,7/19/2024,7/29/2024,10,"EP,KD"
LED,100,2,7/19/2024,7/29/2024,10,"EP,KD"
LED,100,2,7/19/2024,7/29/2024,10,"EP,KD"
LED,100,3,7/19/2024,7/29/2024,10,"EP,KD"
LED,100,3,7/19/2024,7/29/2024,10,"EP,KD"
LED,100,3,7/19/2024,7/29/2024,10,"EP,KD"
LED,100,3,7/19/2024,7/29/2024,10,"EP,KD"
LED,100,5,7/19/2024,7/29/2024,10,"EP,KD"
LED,100,5,7/19/2024,7/29/2024,10,"EP,KD"
LED,100,5,7/19/2024,7/29/2024,10,"EP,KD"
LED,100,6,7/19/2024,7/29/2024,10,"EP,KD"
LED,100,6,7/19/2024,7/29/2024,10,"EP,KD"
LED,200,2,7/19/2024,7/29/2024,10,"EP,KD"
LED,200,3,7/19/2024,7/29/2024,10,"EP,KD"
LED,200,5,7/19/2024,7/29/2024,10,"EP,KD"
LED,200,6,7/19/2024,7/29/2024,10,"EP,KD"
HPS,10,2,7/19/2024,7/29/2024,10,"EP,KD"
HPS,10,3,7/19/2024,7/29/2024,10,"EP,KD"
HPS,10,3,7/19/2024,7/29/2024,10,"EP,KD"
HPS,10,5,7/19/2024,7/29/2024,10,"EP,KD"
HPS,10,5,7/19/2024,7/29/2024,10,"EP,KD"
HPS,30,1,7/19/2024,7/29/2024,10,"EP,KD"
HPS,30,2,7/19/2024,7/29/2024,10,"EP,KD"
HPS,30,4,7/19/2024,7/29/2024,10,"EP,KD"
HPS,30,4,7/19/2024,7/29/2024,10,"EP,KD"
HPS,30,5,7/19/2024,7/29/2024,10,"EP,KD"
HPS,30,6,7/19/2024,7/29/2024,10,"EP,KD"
HPS,60,1,7/19/2024,7/29/2024,10,"EP,KD"
HPS,60,1,7/19/2024,7/29/2024,10,"EP,KD"
HPS,60,1,7/19/2024,7/29/2024,10,"EP,KD"
HPS,60,2,7/19/2024,7/29/2024,10,"EP,KD"
HPS,60,3,7/19/2024,7/29/2024,10,"EP,KD"
HPS,60,3,7/19/2024,7/29/2024,10,"EP,KD"
HPS,60,4,7/19/2024,7/29/2024,10,"EP,KD"
HPS,60,6,7/19/2024,7/29/2024,10,"EP,KD"
HPS,100,1,7/19/2024,7/29/2024,10,"EP,KD"
HPS,100,1,7/19/2024,7/29/2024,10,"EP,KD"
HPS,100,1,7/19/2024,7/29/2024,10,"EP,KD"
HPS,100,1,7/19/2024,7/29/2024,10,"EP,KD"
HPS,100,1,7/19/2024,7/29/2024,10,"EP,KD"
HPS,100,2,7/19/2024,7/29/2024,10,"EP,KD"
HPS,100,2,7/19/2024,7/29/2024,10,"EP,KD"
HPS,100,3,7/19/2024,7/29/2024,10,"EP,KD"
HPS,100,4,7/19/2024,7/29/2024,10,"EP,KD"
HPS,100,4,7/19/2024,7/29/2024,10,"EP,KD"
HPS,100,4,7/19/2024,7/29/2024,10,"EP,KD"
HPS,100,5,7/19/2024,7/29/2024,10,"EP,KD"
HPS,100,6,7/19/2024,7/29/2024,10,"EP,KD"
HPS,100,6,7/19/2024,7/29/2024,10,"EP,KD"
HPS,200,2,7/19/2024,7/29/2024,10,"EP,KD"
HPS,200,3,7/19/2024,7/29/2024,10,"EP,KD"
HPS,200,3,7/19/2024,7/29/2024,10,"EP,KD"
HPS,200,4,7/19/2024,7/29/2024,10,"EP,KD"
HPS,200,5,7/19/2024,7/29/2024,10,"EP,KD"
HPS,200,5,7/19/2024,7/29/2024,10,"EP,KD"
HPS,200,6,7/19/2024,7/29/2024,10,"EP,KD"
Control,0,3,7/19/2024,7/30/2024,11,"EP,KD"
Control,0,4,7/19/2024,7/30/2024,11,"EP,KD"
Control,0,4,7/19/2024,7/30/2024,11,"EP,KD"
Control,0,5,7/19/2024,7/30/2024,11,"EP,KD"
LED,10,2,7/19/2024,7/30/2024,11,"EP,KD"
LED,10,4,7/19/2024,7/30/2024,11,"EP,KD"
LED,10,5,7/19/2024,7/30/2024,11,"EP,KD"
LED,10,5,7/19/2024,7/30/2024,11,"EP,KD"
LED,10,5,7/19/2024,7/30/2024,11,"EP,KD"
LED,10,6,7/19/2024,7/30/2024,11,"EP,KD"
LED,10,6,7/19/2024,7/30/2024,11,"EP,KD"
LED,10,6,7/19/2024,7/30/2024,11,"EP,KD"
LED,30,1,7/19/2024,7/30/2024,11,"EP,KD"
LED,30,1,7/19/2024,7/30/2024,11,"EP,KD"
LED,30,5,7/19/2024,7/30/2024,11,"EP,KD"
LED,30,5,7/19/2024,7/30/2024,11,"EP,KD"
LED,30,6,7/19/2024,7/30/2024,11,"EP,KD"
LED,60,1,7/19/2024,7/30/2024,11,"EP,KD"
LED,60,1,7/19/2024,7/30/2024,11,"EP,KD"
LED,60,3,7/19/2024,7/30/2024,11,"EP,KD"
LED,60,4,7/19/2024,7/30/2024,11,"EP,KD"
LED,60,5,7/19/2024,7/30/2024,11,"EP,KD"
LED,100,2,7/19/2024,7/30/2024,11,"EP,KD"
LED,100,2,7/19/2024,7/30/2024,11,"EP,KD"
LED,100,3,7/19/2024,7/30/2024,11,"EP,KD"
LED,100,3,7/19/2024,7/30/2024,11,"EP,KD"
LED,100,3,7/19/2024,7/30/2024,11,"EP,KD"
LED,100,4,7/19/2024,7/30/2024,11,"EP,KD"
LED,100,4,7/19/2024,7/30/2024,11,"EP,KD"
LED,100,5,7/19/2024,7/30/2024,11,"EP,KD"
LED,100,6,7/19/2024,7/30/2024,11,"EP,KD"
LED,100,6,7/19/2024,7/30/2024,11,"EP,KD"
LED,100,6,7/19/2024,7/30/2024,11,"EP,KD"
LED,200,1,7/19/2024,7/30/2024,11,"EP,KD"
LED,200,2,7/19/2024,7/30/2024,11,"EP,KD"
LED,200,5,7/19/2024,7/30/2024,11,"EP,KD"
HPS,10,1,7/19/2024,7/30/2024,11,"EP,KD"
HPS,10,3,7/19/2024,7/30/2024,11,"EP,KD"
HPS,10,3,7/19/2024,7/30/2024,11,"EP,KD"
HPS,10,4,7/19/2024,7/30/2024,11,"EP,KD"
HPS,10,4,7/19/2024,7/30/2024,11,"EP,KD"
HPS,10,5,7/19/2024,7/30/2024,11,"EP,KD"
HPS,10,6,7/19/2024,7/30/2024,11,"EP,KD"
HPS,30,3,7/19/2024,7/30/2024,11,"EP,KD"
HPS,30,4,7/19/2024,7/30/2024,11,"EP,KD"
HPS,30,5,7/19/2024,7/30/2024,11,"EP,KD"
HPS,30,5,7/19/2024,7/30/2024,11,"EP,KD"
HPS,60,2,7/19/2024,7/30/2024,11,"EP,KD"
HPS,60,2,7/19/2024,7/30/2024,11,"EP,KD"
HPS,60,3,7/19/2024,7/30/2024,11,"EP,KD"
HPS,60,4,7/19/2024,7/30/2024,11,"EP,KD"
HPS,60,6,7/19/2024,7/30/2024,11,"EP,KD"
HPS,60,6,7/19/2024,7/30/2024,11,"EP,KD"
HPS,100,1,7/19/2024,7/30/2024,11,"EP,KD"
HPS,100,3,7/19/2024,7/30/2024,11,"EP,KD"
HPS,100,4,7/19/2024,7/30/2024,11,"EP,KD"
HPS,100,5,7/19/2024,7/30/2024,11,"EP,KD"
HPS,100,6,7/19/2024,7/30/2024,11,"EP,KD"
HPS,200,1,7/19/2024,7/30/2024,11,"EP,KD"
HPS,200,2,7/19/2024,7/30/2024,11,"EP,KD"
HPS,200,4,7/19/2024,7/30/2024,11,"EP,KD"
HPS,200,5,7/19/2024,7/30/2024,11,"EP,KD"
HPS,200,5,7/19/2024,7/30/2024,11,"EP,KD"
HPS,200,5,7/19/2024,7/30/2024,11,"EP,KD"
Control,0,4,7/19/2024,7/31/2024,12,"EP,KD"
Control,0,6,7/19/2024,7/31/2024,12,"EP,KD"
LED,30,3,7/19/2024,7/31/2024,12,"EP,KD"
LED,30,4,7/19/2024,7/31/2024,12,"EP,KD"
LED,60,4,7/19/2024,7/31/2024,12,"EP,KD"
LED,60,5,7/19/2024,7/31/2024,12,"EP,KD"
LED,100,3,7/19/2024,7/31/2024,12,"EP,KD"
LED,200,6,7/19/2024,7/31/2024,12,"EP,KD"
LED,200,6,7/19/2024,7/31/2024,12,"EP,KD"
HPS,10,4,7/19/2024,7/31/2024,12,"EP,KD"
HPS,30,2,7/19/2024,7/31/2024,12,"EP,KD"
HPS,30,5,7/19/2024,7/31/2024,12,"EP,KD"
HPS,30,6,7/19/2024,7/31/2024,12,"EP,KD"
HPS,60,4,7/19/2024,7/31/2024,12,"EP,KD"
HPS,100,3,7/19/2024,7/31/2024,12,"EP,KD"
HPS,100,3,7/19/2024,7/31/2024,12,"EP,KD"
HPS,100,5,7/19/2024,7/31/2024,12,"EP,KD"
HPS,200,1,7/19/2024,7/31/2024,12,"EP,KD"
HPS,200,3,7/19/2024,7/31/2024,12,"EP,KD"
Control,0,3,7/19/2024,8/1/2024,13,"EP,KD"
LED,10,2,7/19/2024,8/1/2024,13,"EP,KD"
LED,30,5,7/19/2024,8/1/2024,13,"EP,KD"
LED,30,6,7/19/2024,8/1/2024,13,"EP,KD"
LED,60,5,7/19/2024,8/1/2024,13,"EP,KD"
LED,100,5,7/19/2024,8/1/2024,13,"EP,KD"
LED,100,6,7/19/2024,8/1/2024,13,"EP,KD"
LED,200,1,7/19/2024,8/1/2024,13,"EP,KD"
LED,200,3,7/19/2024,8/1/2024,13,"EP,KD"
HPS,10,1,7/19/2024,8/1/2024,13,"EP,KD"
HPS,10,6,7/19/2024,8/1/2024,13,"EP,KD"
HPS,60,1,7/19/2024,8/1/2024,13,"EP,KD"
HPS,100,3,7/19/2024,8/1/2024,13,"EP,KD"
HPS,200,4,7/19/2024,8/1/2024,13,"EP,KD"
HPS,200,5,7/19/2024,8/1/2024,13,"EP,KD"
Control,0,1,7/19/2024,8/2/2024,14,MU
LED,30,5,7/19/2024,8/2/2024,14,MU
LED,60,5,7/19/2024,8/2/2024,14,MU
LED,60,6,7/19/2024,8/2/2024,14,MU
LED,100,1,7/19/2024,8/2/2024,14,MU
LED,200,1,7/19/2024,8/2/2024,14,MU
LED,200,3,7/19/2024,8/2/2024,14,MU
HPS,10,1,7/19/2024,8/2/2024,14,MU
HPS,60,3,7/19/2024,8/2/2024,14,MU
HPS,100,2,7/19/2024,8/2/2024,14,MU
HPS,10,5,7/19/2024,8/3/2024,15,LJ
HPS,60,4,7/19/2024,8/3/2024,15,LJ
HPS,200,4,7/19/2024,8/3/2024,15,LJ
LED,10,1,7/19/2024,8/4/2024,16,LJ
LED,10,3,7/19/2024,8/4/2024,16,LJ
LED,60,3,7/19/2024,8/4/2024,16,LJ
LED,60,4,7/19/2024,8/5/2024,17,KD
HPS,30,2,7/19/2024,8/5/2024,17,KD
HPS,30,4,7/19/2024,8/5/2024,17,KD
HPS,100,2,7/19/2024,8/5/2024,17,KD
LED,10,2,7/19/2024,8/6/2024,18,MU
LED,60,4,7/19/2024,8/6/2024,18,MU
HPS,60,3,7/19/2024,8/6/2024,18,MU
HPS,10,1,7/19/2024,8/7/2024,19,MU
LED,30,4,7/19/2024,8/9/2024,21,MU
LED,200,1,7/19/2024,8/11/2024,23,MU
HPS,10,1,7/19/2024,8/15/2024,27,MU
LED,30,5,7/19/2024,8/17/2024,29,MU
